Imputar,Marca temporal,Fecha de nacimiento,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29
Sí,7/26/2024 12:02:18,6/13/2008,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,UNIVERSIDAD ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,,NO,,,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA",,NO,SI,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,NO,OTRAS
Sí,7/26/2024 13:18:33,7/26/2024,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,SALTA,CONSTANTEMENTE,ESTUDIANTES,NO,NO,"INSULTOS, APODOS, BURLAS/CHISTES, EXCLUSIÓN DE GRUPOS Y ACTIVIDADES ESCOLARES, DIBUJOS/PALABRAS DISCRIMINATORIAS ESCRITAS EN LOS BAÑOS, PAREDES, MESAS, SILLAS, PIZARRA, ETC., CIBERBULLYING (REENVÍO DE FOTOS, MEMES, STICKERS EN WHATSAPP, ETC.), ACOSO SEXUAL (QUE TE TOQUE, TE FOTOGRAFÍEN, ETC.)",NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,SI,"UNIFORME/VESTIMENTA, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER","EN EL AULA, PASILLOS",SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA",,SI,NO,"ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN, GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO",NO,
Sí,7/26/2024 14:29:12,10/7/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,,SI,NO,,,SI,IDENTIDAD DE GÉNERO,,SI,SI,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
Sí,7/26/2024 14:29:59,2/20/2009,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,SI,Actividades inclusivas ,SI,"TALLERES, CHARLAS INFORMATIVAS"
Sí,7/26/2024 15:01:12,4/22/2008,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,,,NO,,,SI,"ORIENTACIÓN SEXUAL, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,SI,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
Sí,7/26/2024 15:02:48,1/21/2007,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,CONSTANTEMENTE,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,,,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,SI,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
Sí,7/26/2024 15:03:08,8/15/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,BURLAS/CHISTES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,,,SI,"INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO, PRÁCTICAS DEPORTIVAS SEPARADAS POR VARÓN/MUJER, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,SI,"REALIZAR MEDIACIONES ENTRE LAS PARTES INVOLUCRADAS, ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN",NO,
Sí,7/26/2024 15:05:20,5/23/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,SI,INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO,"EN EL AULA, NO ATRAVESÉ SITUACIONES DE VIOLENCIA",SI,IDENTIDAD DE GÉNERO,,SI,SI,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,NO,OTRAS
Sí,7/26/2024 15:05:20,4/10/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,SI,INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,IDENTIDAD DE GÉNERO,,SI,SI,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,NO,OTRAS
Sí,7/26/2024 15:06:39,7/1/2006,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,"DIRECTIVOS, DOCENTES",NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,SI,"UNIFORME/VESTIMENTA, INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,NINGUNO DE LOS TEMAS ANTERIORES,,SI,NO,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
Sí,7/26/2024 15:07:53,2/24/2006,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,NO,"INSULTOS, APODOS, BURLAS/CHISTES",NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,SI,,,SI,,,SI,SI,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
Sí,7/26/2024 15:11:43,7/1/2006,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,"DIRECTIVOS, DOCENTES",NO,NO,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,SI,"UNIFORME/VESTIMENTA, INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL",,SI,NO,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,TALLERES
No,10/12/2023 16:04:09,12/10/2000,23,Varón trans,No,No,Demisexual,Secundaria,Universidad estatal,Salta,Constantementes,Estudiantes,No,No,No Experimenté Violencia/Agresiones,No,No Reaccionaste Ante Estas Situaciones,No,No,Sí,Sí,La Poca Educación De Los Compañeros Con Respecto Al Tema Del Género O Pronombres ,,Sí,Ninguno De Los Temas Anteriores,"Lenguaje Inclusivo, Trabajo Y Educación Para Las Personas Trans/No Binares, Orientación Vocacional Para Personas Trans/No Binaries",No,Sí,Denunciar Ante La Justicia Y/U Organismos Pertinentes,No,
No,10/12/2023 18:56:38,6/10/2001,23,Mujer cis,Sí,No,Lesbiana,Superior (Unversitario/Terciario),Universidad estatal,Salta,A veces,Estudiantes,No,,No Experimenté Violencia/Agresiones,No,No Atravesaste Situaciones De Violencia/Discriminacion,Sí,Sí,Sí,Sí,"Las Indicaciones Para El Uso De Baños (Mujer/Varón), Uniforme/Vestimenta, Las Normas Respecto Al Uso De Maquillaje Y/O Accesorios “No Correspondientes” Al Binomio Varón/Mujer","Dirección, Preceptoria",Sí,"Identidad De Género, Identidad No Binarie, Orientación Sexual, Expresión De Género, Intersexualidad, Interseccionalidad, Cuidados Y Prácticas Sexuales De La Diversidad Sexual-Afectiva, Derechos De La Diversidad Sexual-Afectiva, Violencia Por Motivo De Identidad De Género U Orientación Sexual, Nuevas Masculinidades","Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva, Trabajo Y Educación Para Las Personas Trans/No Binares",Sí,Sí,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Organizar Campañas De Sensibilización E Información, Generar Redes De Acompañamiento Y Asesoramiento",Sí,"Talleres, Capacitaciones, Encuentros, Charlas Informativas, Charlas Preventivas, Conmemoraciones, Actividades Culturales, Actividades Artisticas"
No,10/13/2023 0:57:07,2/5/2001,23,Mujer cis,Sí,No,Bisexual,Secundaria,Terciario estatal,Salta,A veces,Estudiantes,No,,No Experimenté Violencia/Agresiones,No,No Atravesaste Situaciones De Violencia/Discriminacion,No,,,No,,No Atravesé Situaciones De Violencia,Sí,Ninguno De Los Temas Anteriores,"Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva",No,Sí,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Generar Redes De Acompañamiento Y Asesoramiento",Sí,Conmemoraciones
No,11/2/2023 2:12:54,6/12/2001,23,Varón cis,Sí,No,Gay,Secundaria,Universidad estatal,Salta,A veces,Estudiantes,No,,No Experimenté Violencia/Agresiones,No,,No,,,No,,,Sí,"Identidad De Género, Interseccionalidad, Derechos De La Diversidad Sexual-Afectiva, Violencia Por Motivo De Identidad De Género U Orientación Sexual, Desigualdad Entre Hombres Y Mujeres","Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva, Trabajo Y Educación Para Las Personas Trans/No Binares",Sí,Sí,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Generar Redes De Acompañamiento Y Asesoramiento",Sí,"Talleres, Capacitaciones, Charlas Informativas, Charlas Preventivas, Actividades Artisticas"
Sí,7/26/2024 17:56:15,7/17/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,nada ,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,NINGUNO DE LOS TEMAS ANTERIORES,,NO,NO,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
Sí,7/26/2024 17:57:02,7/14/2007,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,CONSTANTEMENTE,DIRECTIVOS,NO,NO,BURLAS/CHISTES,NO,DENUNCIAR ESTAS SITUACIONES ANTE LAS AUTORIDADES DEL ESTABLECIMIENTO,NO,NO,NO,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA,,SI,NO,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,NO,
Sí,7/26/2024 17:57:17,8/28/2007,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,"APODOS, BURLAS/CHISTES",NO,"AVISAR DE ESTAS SITUACIONES EN EL ESTABLECIMIENTO EDUCATIVO, DEFENDERTE CON FIRMEZA, PERO SIN EJERCER VIOLENCIA",SI,SI,SI,NO,,"EN EL AULA, PASILLOS, PATIO, BAÑOS O VESTUARIOS",SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, EXPRESIÓN DE GÉNERO, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA",,NO,SI,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,SI,"TALLERES, CAPACITACIONES, CHARLAS INFORMATIVAS, CHARLAS PREVENTIVAS"
Sí,7/26/2024 17:59:22,6/8/2008,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,,,NO,,,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, EXPRESIÓN DE GÉNERO, INTERSEXUALIDAD, INTERSECCIONALIDAD, CUIDADOS Y PRÁCTICAS SEXUALES DE LA DIVERSIDAD SEXUAL-AFECTIVA, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA, VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL, NUEVAS MASCULINIDADES",,SI,SI,"DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES, REALIZAR MEDIACIONES ENTRE LAS PARTES INVOLUCRADAS",NO,
Sí,7/26/2024 18:00:04,10/29/2007,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,"DIRECTIVOS, DOCENTES, ESTUDIANTES",NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,SI,"LAS INDICACIONES PARA EL USO DE BAÑOS (MUJER/VARÓN), INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO, PLANILLAS DE ASISTENCIA DISCRIMINADA POR VARÓN/MUJER, LAS NORMAS RESPECTO AL USO DE MAQUILLAJE Y/O ACCESORIOS “NO CORRESPONDIENTES” AL BINOMIO VARÓN/MUJER",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, EXPRESIÓN DE GÉNERO",,SI,SI,"DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES, ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN, GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO",NO,OTRAS
Sí,7/26/2024 18:00:08,11/1/2006,,Varón cis,TRUE,No,Heterosexual,SUPERIOR (UNVERSITARIO/TERCIARIO),SECUNDARIO ESTATAL,CACHI,CONSTANTEMENTE,DIRECTIVOS,SI,NO,"INSULTOS, APODOS, BURLAS/CHISTES, GESTOS INTIMIDANTES, EXCLUSIÓN DE GRUPOS Y ACTIVIDADES ESCOLARES, EMPUJONES, AMENAZAS, GOLPES, CIBERBULLYING (REENVÍO DE FOTOS, MEMES, STICKERS EN WHATSAPP, ETC.), ACOSO SEXUAL (QUE TE TOQUE, TE FOTOGRAFÍEN, ETC.), OTRAS SITUACIONES DE VIOLENCIA Y DISCRIMINACIÓN, NO EXPERIMENTÉ VIOLENCIA/AGRESIONES",SI,"FALTAR A CLASES POR MIEDO, PEDIR UN CONSEJO/AYUDA A ALGÚN COMPAÑERO/A, NO REACCIONASTE ANTE ESTAS SITUACIONES, NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION",SI,SI,NO,NO,ª,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,NO,NINGUNO DE LOS TEMAS ANTERIORES,,NO,NO,Cerrar el colegio,NO,OTRAS
Sí,7/26/2024 18:00:09,8/28/2006,,Varón cis,TRUE,No,Heterosexual,SUPERIOR (UNVERSITARIO/TERCIARIO),SECUNDARIO ESTATAL,CACHI,CONSTANTEMENTE,DIRECTIVOS,SI,NO,"INSULTOS, APODOS, BURLAS/CHISTES, GESTOS INTIMIDANTES, EXCLUSIÓN DE GRUPOS Y ACTIVIDADES ESCOLARES, EMPUJONES, AMENAZAS, GOLPES, ACOSO SEXUAL (QUE TE TOQUE, TE FOTOGRAFÍEN, ETC.), OTRAS SITUACIONES DE VIOLENCIA Y DISCRIMINACIÓN, NO EXPERIMENTÉ VIOLENCIA/AGRESIONES",SI,"FALTAR A CLASES POR MIEDO, PEDIR UN CONSEJO/AYUDA A ALGÚN COMPAÑERO/A, NO REACCIONASTE ANTE ESTAS SITUACIONES, NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION",SI,SI,NO,NO,Mmmm,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,NO,NINGUNO DE LOS TEMAS ANTERIORES,,NO,NO,Cerrar el colegio ,NO,OTRAS
Sí,7/26/2024 18:00:33,7/1/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,SI,NO REACCIONASTE ANTE ESTAS SITUACIONES,NO,NO,SI,NO,"LAS INDICACIONES PARA EL USO DE BAÑOS (MUJER/VARÓN), UNIFORME/VESTIMENTA, INDICAR EL LARGO Y LA FORMA DE PEINAR EL CABELLO, ORGANIZACIÓN EN LA FORMACIÓN/FILAS, PLANILLAS DE ASISTENCIA DISCRIMINADA POR VARÓN/MUJER",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,IDENTIDAD DE GÉNERO,,SI,SI,ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN,NO,ENCUENTROS
Sí,7/26/2024 18:00:50,5/7/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,SI,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,SI,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,IDENTIDAD DE GÉNERO,,SI,SI,"ORGANIZAR CAMPAÑAS DE SENSIBILIZACIÓN E INFORMACIÓN, GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO",SI,"TALLERES, CHARLAS INFORMATIVAS, CHARLAS PREVENTIVAS"
Sí,7/26/2024 18:00:50,7/25/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,,,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,VIOLENCIA POR MOTIVO DE IDENTIDAD DE GÉNERO U ORIENTACIÓN SEXUAL,,SI,SI,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,NO,
Sí,7/26/2024 18:01:07,2/10/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,,,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,,,SI,SI,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,NO,
Sí,7/26/2024 18:01:08,9/2/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,NO,BURLAS/CHISTES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,SI,NO,No ,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, EXPRESIÓN DE GÉNERO",,NO,SI,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,SI,"TALLERES, CAPACITACIONES"
No,3/3/2024 12:46:26,11/8/2000,23,Varón cis,Sí,No,Gay,Superior (Unversitario/Terciario),Universidad estatal,Salta,Nunca,Estudiantes,No,,No Experimenté Violencia/Agresiones,No,,No,,,Sí,"Indicar El Largo Y La Forma De Peinar El Cabello, Prácticas Deportivas Separadas Por Varón/Mujer, Organización En La Formación/Filas, Las Normas Respecto Al Uso De Maquillaje Y/O Accesorios “No Correspondientes” Al Binomio Varón/Mujer",,No,,"Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Trabajo Y Educación Para Las Personas Trans/No Binares",Sí,Sí,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Organizar Campañas De Sensibilización E Información",No,
Sí,7/26/2024 18:02:04,4/2/2008,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,,NO,,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,IDENTIDAD DE GÉNERO,,NO,SI,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,NO,
No,3/4/2024 12:28:25,6/1/2001,23,Agénero,No,No,Bisexual,Superior (Unversitario/Terciario),Universidad estatal,Salta,Nunca,Estudiantes,No,Sí,No Experimenté Violencia/Agresiones,No,No Atravesaste Situaciones De Violencia/Discriminacion,No,No,Sí,No,No Hay Ningun Tipo De Norma Que Me Moleste,No Atravesé Situaciones De Violencia,No,,Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva,Sí,Sí,Realizar Mediaciones Entre Las Partes Involucradas,Sí,Otras
Sí,7/26/2024 18:02:58,8/14/2007,,Varón cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,NUNCA,ESTUDIANTES,NO,NO,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,,NO,NO,SI,SI,UNIFORME/VESTIMENTA,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,NINGUNO DE LOS TEMAS ANTERIORES,,NO,NO,DENUNCIAR ANTE LA JUSTICIA Y/U ORGANISMOS PERTINENTES,NO,
No,3/11/2024 9:27:05,3/23/2001,23,No binario,No,No,Asexual,Secundaria,Universidad estatal,Salta,A veces,"Directivos, Estudiantes",No,,No Experimenté Violencia/Agresiones,No,,No,,No,Sí,Las Indicaciones Para El Uso De Baños (Mujer/Varón),No Atravesé Situaciones De Violencia,No,Ninguno De Los Temas Anteriores,"Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva, Lenguaje Inclusivo, Trabajo Y Educación Para Las Personas Trans/No Binares, Uso De Sanitarios, Prácticas Deportivas Inclusivas, Orientación Vocacional Para Personas Trans/No Binaries",No,No,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Organizar Campañas De Sensibilización E Información, Generar Redes De Acompañamiento Y Asesoramiento",No,
No,3/18/2024 23:00:23,6/12/2001,23,Varón cis,Sí,No,Gay,Superior (Unversitario/Terciario),Universidad estatal,Salta,A veces,Estudiantes,Sí,,No Experimenté Violencia/Agresiones,No,,No,No,No,No,,,Sí,"Orientación Sexual, Interseccionalidad, Derechos De La Diversidad Sexual-Afectiva, Violencia Por Motivo De Identidad De Género U Orientación Sexual","Cuidados Y Prácticas Sexuales De La Diversidad Sexual/Afectiva, Salud Integral De La Diversidad Sexual/Afectiva, Trabajo Y Educación Para Las Personas Trans/No Binares, Orientación Vocacional Para Personas Trans/No Binaries",Sí,No,"Denunciar Ante La Justicia Y/U Organismos Pertinentes, Organizar Campañas De Sensibilización E Información",Sí,"Encuentros, Charlas Informativas, Charlas Preventivas, Actividades Culturales"
Sí,7/26/2024 18:08:23,4/14/2004,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,CACHI,A VECES,ESTUDIANTES,NO,NO,EMPUJONES,NO,FALTAR A CLASES POR MIEDO,NO,NO,NO,NO,Nda,NO ATRAVESÉ SITUACIONES DE VIOLENCIA,NO,ORIENTACIÓN SEXUAL,,NO,NO,Nda,NO,OTRAS
Sí,7/28/2024 12:08:00,7/3/2007,,Mujer cis,TRUE,No,Heterosexual,SECUNDARIA,SECUNDARIO ESTATAL,TARTAGAL,A VECES,ESTUDIANTES,NO,,NO EXPERIMENTÉ VIOLENCIA/AGRESIONES,NO,NO ATRAVESASTE SITUACIONES DE VIOLENCIA/DISCRIMINACION,NO,NO,NO,SI,"LAS INDICACIONES PARA EL USO DE BAÑOS (MUJER/VARÓN), UNIFORME/VESTIMENTA",NO ATRAVESÉ SITUACIONES DE VIOLENCIA,SI,"IDENTIDAD DE GÉNERO, ORIENTACIÓN SEXUAL, DERECHOS DE LA DIVERSIDAD SEXUAL-AFECTIVA",,NO,SI,GENERAR REDES DE ACOMPAÑAMIENTO Y ASESORAMIENTO,NO,OTRAS
